h,latitude,longitude,frp,confidence,daynight
2025-12-26 01:32:00,22.20707,84.86095,0.82,n,N
2025-12-26 01:32:00,22.21038,84.86154,1.84,n,N
2025-12-26 01:32:00,22.2114,84.87707,1.81,n,N
2025-12-26 01:32:00,22.21312,84.86587,1.65,n,N
2025-12-26 01:32:00,22.21326,84.84286,1.4,n,N
2025-12-26 01:32:00,22.21644,84.86646,0.6,n,N
2025-12-26 01:32:00,22.21651,84.75509,1.34,n,N
2025-12-26 01:32:00,22.21803,84.87824,1.08,n,N
2025-12-26 01:32:00,22.21983,84.75568,1.0,n,N
2025-12-26 01:32:00,22.22372,84.75251,1.0,n,N
2025-12-26 01:32:00,22.24284,87.38672,1.25,n,N
2025-12-26 01:32:00,22.24623,87.38738,1.25,n,N
2025-12-26 01:32:00,22.3107,82.52765,1.75,n,N
2025-12-26 01:32:00,22.3113,82.52332,1.75,n,N
2025-12-26 01:32:00,22.31285,84.76763,0.73,n,N
2025-12-26 01:32:00,22.31366,82.53255,0.84,n,N
2025-12-26 01:32:00,22.31544,82.51958,0.85,n,N
2025-12-26 01:32:00,22.31604,82.51527,0.85,n,N
2025-12-26 01:32:00,22.31721,82.53313,0.84,n,N
2025-12-26 01:32:00,22.319,82.52017,0.85,n,N
2025-12-26 01:32:00,22.32128,82.58231,1.04,n,N
2025-12-26 01:32:00,22.32255,82.52074,1.35,n,N
2025-12-26 01:32:00,22.32287,82.67451,0.89,n,N
2025-12-26 01:32:00,22.32363,82.59145,1.71,n,N
2025-12-26 01:32:00,22.32423,82.58713,1.71,n,N
2025-12-26 01:32:00,22.32892,82.60547,1.23,n,N
2025-12-26 01:32:00,22.33246,82.60604,0.85,n,N
2025-12-26 01:32:00,22.35749,87.29082,1.63,n,N
2025-12-26 01:32:00,22.35985,82.30306,2.31,n,N
2025-12-26 01:32:00,22.36021,87.29539,0.77,n,N
2025-12-26 01:32:00,22.36152,87.01971,1.16,n,N
2025-12-26 01:32:00,22.36216,87.01587,1.16,n,N
2025-12-26 01:32:00,22.36293,87.29996,0.77,n,N
2025-12-26 01:32:00,22.36541,73.11221,2.8,n,N
2025-12-26 01:32:00,22.36552,87.01652,2.11,n,N
2025-12-26 01:32:00,22.3663,87.30062,1.51,n,N
2025-12-26 01:32:00,22.36697,87.29671,1.51,n,N
2025-12-26 01:32:00,22.36904,73.1116,2.71,n,N
2025-12-26 01:32:00,22.36968,87.30128,1.51,n,N
2025-12-26 01:32:00,22.37635,87.28243,1.28,n,N
2025-12-26 01:32:00,22.37701,87.27853,4.68,n,N
2025-12-26 01:32:00,22.38648,87.28442,1.02,n,N
2025-12-26 01:32:00,22.38985,87.28507,0.53,n,N
2025-12-26 01:32:00,22.49667,73.48403,0.78,n,N
2025-12-26 01:32:00,22.57339,85.89532,1.43,n,N
2025-12-26 01:32:00,22.57398,85.89161,1.43,n,N
2025-12-26 01:32:00,22.58871,85.90583,1.41,n,N
2025-12-26 01:32:00,22.59201,85.90644,1.41,n,N
2025-12-26 01:32:00,22.61124,85.91383,0.99,n,N
2025-12-26 01:32:00,22.78799,86.20716,1.09,n,N
2025-12-26 01:32:00,22.7886,86.20343,2.04,n,N
2025-12-26 01:32:00,22.78924,73.09489,0.51,n,N
2025-12-26 01:32:00,22.7898,86.19596,1.26,n,N
2025-12-26 01:32:00,22.7907,86.21152,1.05,n,N
2025-12-26 01:32:00,22.7913,86.20779,1.05,n,N
2025-12-26 01:32:00,22.79791,86.20905,1.29,n,N
2025-12-26 01:32:00,22.79912,86.20156,1.3,n,N
2025-12-26 01:32:00,22.8,86.09021,0.93,n,N
2025-12-26 01:32:00,22.81051,86.08833,0.83,n,N
2025-12-26 01:32:00,22.81111,86.0846,0.6,n,N
2025-12-26 01:32:00,22.81171,86.08087,0.6,n,N
2025-12-26 01:32:00,23.16158,82.33525,1.31,n,N
2025-12-26 01:32:00,23.16456,82.34326,1.61,n,N
2025-12-26 01:32:00,23.16457,82.34033,3.47,n,N
2025-12-26 01:32:00,23.16516,82.33876,1.61,n,N
2025-12-26 01:32:00,23.16519,82.33587,1.31,n,N
2025-12-26 01:32:00,23.16576,82.33428,1.16,n,N
2025-12-26 01:32:00,23.16756,82.34546,1.05,n,N
2025-12-26 01:32:00,23.16817,82.34389,1.61,n,N
2025-12-26 01:32:00,23.16818,82.34095,1.05,n,N
2025-12-26 01:32:00,23.16877,82.33938,1.61,n,N
2025-12-26 01:32:00,23.17601,82.3405,0.77,n,N
2025-12-26 01:33:00,15.86101,97.79473,0.58,n,N
2025-12-26 01:33:00,16.48836,80.56388,2.65,n,N
2025-12-26 01:33:00,16.87241,81.99285,0.48,n,N
2025-12-26 01:33:00,17.06629,76.15071,1.82,n,N
2025-12-26 01:33:00,17.08823,75.57146,1.15,n,N
2025-12-26 01:33:00,17.17941,80.77349,1.28,n,N
2025-12-26 01:33:00,17.22208,79.17381,0.17,n,N
2025-12-26 01:33:00,17.2261,79.17444,0.49,n,N
2025-12-26 01:33:00,17.46461,80.65228,1.06,n,N
2025-12-26 01:33:00,17.5126,78.43467,1.66,n,N
2025-12-26 01:33:00,17.55153,73.90179,0.99,n,N
2025-12-26 01:33:00,17.55262,73.90167,1.08,n,N
2025-12-26 01:33:00,17.60271,83.20044,0.94,n,N
2025-12-26 01:33:00,17.60606,83.201,2.35,n,N
2025-12-26 01:33:00,17.60885,83.20525,2.35,n,N
2025-12-26 01:33:00,17.6122,83.2058,1.53,n,N
2025-12-26 01:33:00,17.61445,83.191,0.93,n,N
2025-12-26 01:33:00,17.62394,83.19636,0.6,n,N
2025-12-26 01:33:00,17.66123,80.48842,1.2,n,N
2025-12-26 01:33:00,17.71538,83.26006,0.57,n,N
2025-12-26 01:33:00,17.87355,78.69823,1.98,n,N
2025-12-26 01:33:00,18.04226,74.76418,0.64,n,N
2025-12-26 01:33:00,18.0477,74.76486,0.64,n,N
2025-12-26 01:33:00,18.57288,74.69754,0.56,n,N
2025-12-26 01:33:00,18.68382,73.03266,2.05,n,N
2025-12-26 01:33:00,18.68423,73.03207,3.18,n,N
2025-12-26 01:33:00,18.68427,73.02777,2.27,n,N
2025-12-26 01:33:00,18.68949,73.03827,2.05,n,N
2025-12-26 01:33:00,18.68987,73.03765,2.74,n,N
2025-12-26 01:33:00,18.69561,73.03897,1.01,n,N
2025-12-26 01:33:00,18.71557,79.53906,2.32,n,N
2025-12-26 01:33:00,18.72005,79.536,1.23,n,N
2025-12-26 01:33:00,18.83475,75.47604,0.18,n,N
2025-12-26 01:33:00,18.88045,74.29108,0.5,n,N
2025-12-26 01:33:00,19.0382,73.14594,1.21,n,N
2025-12-26 01:33:00,19.09623,82.16727,2.48,n,N
2025-12-26 01:33:00,19.09685,82.16589,3.39,n,N
2025-12-26 01:33:00,19.10035,82.16644,1.29,n,N
2025-12-26 01:33:00,19.10208,73.05299,3.14,n,N
2025-12-26 01:33:00,19.10285,73.05257,2.31,n,N
2025-12-26 01:33:00,19.10327,82.17109,1.29,n,N
2025-12-26 01:33:00,19.10385,82.16699,1.29,n,N
2025-12-26 01:33:00,19.49613,74.92541,0.45,n,N
2025-12-26 01:33:00,19.5898,73.19439,0.83,n,N
2025-12-26 01:33:00,19.78638,79.06335,0.84,n,N
2025-12-26 01:33:00,19.80242,78.86498,0.96,n,N
2025-12-26 01:33:00,19.92137,79.11491,1.29,n,N
2025-12-26 01:33:00,19.92923,79.12012,1.32,n,N
2025-12-26 01:33:00,19.9294,79.12251,1.3,n,N
2025-12-26 01:33:00,19.96255,79.33396,0.65,n,N
2025-12-26 01:33:00,19.96786,79.08668,1.12,n,N
2025-12-26 01:33:00,19.99874,79.07867,0.92,n,N
2025-12-26 01:33:00,20.00696,79.18281,0.72,n,N
2025-12-26 01:33:00,20.13173,79.11279,0.74,n,N
2025-12-26 01:33:00,20.35406,72.94843,0.77,n,N
2025-12-26 01:33:00,20.35736,72.94903,0.94,n,N
2025-12-26 01:34:00,12.28411,93.8639,3.44,n,N
2025-12-26 01:34:00,12.28488,93.86683,2.65,n,N
2025-12-26 01:34:00,12.28571,93.86259,2.65,n,N
2025-12-26 01:34:00,12.28975,93.86591,3.44,n,N
2025-12-26 01:34:00,12.29048,93.8691,2.65,n,N
2025-12-26 01:34:00,12.29053,93.86202,3.44,n,N
2025-12-26 01:34:00,12.29126,93.86507,2.65,n,N
2025-12-26 01:34:00,14.80554,75.29643,0.32,n,N
2025-12-26 01:34:00,14.81058,75.29709,0.32,n,N
2025-12-26 01:34:00,15.02355,78.01488,1.76,n,N
2025-12-26 01:34:00,15.06871,76.86717,1.53,n,N
2025-12-26 01:34:00,15.17148,76.37735,2.66,n,N
2025-12-26 01:34:00,15.175,76.65285,1.3,n,N
2025-12-26 01:34:00,15.17513,77.09805,1.46,n,N
2025-12-26 01:34:00,15.17663,76.7864,1.56,n,N
2025-12-26 01:34:00,15.17904,77.10323,1.46,n,N
2025-12-26 01:34:00,15.17962,76.65343,3.48,n,N
2025-12-26 01:34:00,15.18113,76.67842,2.23,n,N
2025-12-26 01:34:00,15.18175,76.67355,2.41,n,N
2025-12-26 01:34:00,15.18237,76.66866,2.41,n,N
2025-12-26 01:34:00,15.183,76.66379,4.05,n,N
2025-12-26 01:34:00,15.22582,76.76562,1.95,n,N
2025-12-26 01:34:00,15.33225,74.98878,0.59,n,N
2025-12-26 01:34:00,15.33315,76.28526,1.17,n,N
2025-12-26 01:34:00,15.39347,73.96369,1.02,n,N
2025-12-26 01:34:00,15.64503,73.86458,2.27,n,N
2025-12-26 01:34:00,15.64803,73.86739,2.92,n,N
2025-12-26 01:34:00,15.64849,73.86316,3.75,n,N
2025-12-26 01:34:00,15.65012,73.86971,1.79,n,N
2025-12-26 01:34:00,15.65061,73.86549,2.27,n,N
2025-12-26 01:34:00,15.65739,73.98905,1.3,n,N
2025-12-26 01:34:00,15.78158,75.05228,1.27,n,N
2025-12-26 01:34:00,15.79318,74.99815,0.45,n,N
2025-12-26 01:34:00,15.87783,78.53635,0.87,n,N
2025-12-26 01:34:00,15.96283,80.93866,0.75,n,N
2025-12-26 01:34:00,15.96724,75.79144,2.8,n,N
2025-12-26 01:34:00,15.96811,75.794,2.8,n,N
2025-12-26 01:34:00,15.99626,75.42973,0.28,n,N
2025-12-26 01:34:00,15.99989,75.42934,0.26,n,N
2025-12-26 01:34:00,16.30585,76.34319,0.62,n,N
2025-12-26 01:34:00,16.31401,75.44514,0.41,n,N
2025-12-26 01:34:00,16.31674,75.44558,0.41,n,N
2025-12-26 01:34:00,16.37281,73.6172,0.94,n,N
2025-12-26 01:34:00,16.79642,75.42252,0.62,n,N
2025-12-26 01:34:00,16.81007,74.35681,2.03,n,N
2025-12-26 01:35:00,10.92731,77.19006,0.8,n,N
2025-12-26 01:35:00,10.92745,77.06609,0.48,n,N
2025-12-26 01:35:00,11.50123,77.54442,1.31,n,N
2025-12-26 01:35:00,12.29804,77.18334,1.35,n,N
2025-12-26 01:35:00,12.29858,77.17935,1.06,n,N
2025-12-26 01:35:00,12.30181,77.18769,1.35,n,N
2025-12-26 01:35:00,12.30234,77.18378,1.35,n,N
2025-12-26 01:35:00,12.30287,77.17989,1.06,n,N
2025-12-26 01:35:00,12.3061,77.18815,2.92,n,N
2025-12-26 01:35:00,12.7461,77.61832,1.54,n,N
2025-12-26 03:09:00,34.11242,71.27164,0.96,n,N
2025-12-26 03:09:00,34.11661,71.27379,0.96,n,N
2025-12-26 03:10:00,33.86985,70.22363,0.56,n,N
2025-12-26 03:12:00,22.36218,73.11867,0.68,n,N
2025-12-26 03:12:00,22.3668,73.11985,3.01,n,N
2025-12-26 03:12:00,22.36843,73.12039,1.66,n,N
2025-12-26 03:12:00,22.97969,72.56534,1.0,n,N
2025-12-26 03:12:00,23.26663,70.25877,0.4,n,N
2025-12-26 03:12:00,23.26785,70.26012,0.24,n,N
2025-12-26 03:12:00,23.49915,68.57736,1.88,n,N
2025-12-26 03:12:00,24.65968,74.63682,1.65,n,N
2025-12-26 03:12:00,24.82315,73.09669,1.49,n,N
2025-12-26 03:12:00,25.38793,68.58424,1.55,n,N
2025-12-26 03:12:00,25.38839,68.58311,1.79,n,N
2025-12-26 03:13:00,18.38449,73.80222,1.01,n,N
2025-12-26 03:13:00,18.91622,73.42886,1.23,n,N
2025-12-26 03:13:00,19.59214,73.19806,1.24,n,N
2025-12-26 03:13:00,20.91021,71.45867,1.6,n,N
2025-12-26 03:13:00,20.91271,71.45961,1.64,n,N
2025-12-26 03:13:00,21.10105,72.63865,0.81,n,N
2025-12-26 03:13:00,21.10228,72.64548,3.79,n,N
2025-12-26 03:13:00,21.10487,72.6347,2.15,n,N
2025-12-26 03:13:00,21.10851,72.6472,3.34,n,N
2025-12-26 03:13:00,21.1111,72.63641,2.34,n,N
2025-12-26 03:13:00,21.74881,72.08286,0.65,n,N
2025-12-26 03:13:00,21.75416,72.08546,0.66,n,N
2025-12-26 03:13:00,21.75476,72.08458,0.65,n,N
2025-12-26 03:13:00,21.79506,71.37901,0.73,n,N
2025-12-26 03:13:00,21.79552,71.3764,0.53,n,N
2025-12-26 03:13:00,22.33378,69.86769,2.24,n,N
2025-12-26 03:13:00,22.41463,69.04076,0.74,n,N
2025-12-26 03:13:00,22.92678,69.82452,0.8,n,N
2025-12-26 03:13:00,22.92762,69.82418,0.74,n,N
2025-12-26 03:14:00,18.38815,73.80028,1.9,n,N
2025-12-26 12:40:00,6.58769,81.2034,4.84,n,D
2025-12-26 12:42:00,16.41009,95.12256,2.23,n,D
2025-12-26 12:42:00,16.41531,95.2073,2.14,n,D
2025-12-26 12:42:00,16.47151,96.26133,6.07,n,D
2025-12-26 12:42:00,16.49384,95.16039,8.09,n,D
2025-12-26 12:42:00,16.55279,95.0487,3.65,n,D
2025-12-26 12:42:00,16.55806,96.31215,5.87,n,D
2025-12-26 12:42:00,16.59306,95.20683,3.26,n,D
2025-12-26 12:42:00,16.59825,97.95944,12.87,n,D
2025-12-26 12:42:00,16.7385,94.85762,7.95,n,D
2025-12-26 12:42:00,16.74154,94.85273,7.95,n,D
2025-12-26 12:42:00,16.74213,94.85709,7.95,n,D
2025-12-26 12:42:00,16.74695,94.86527,3.86,n,D
2025-12-26 12:42:00,16.75076,94.75854,2.52,n,D
2025-12-26 12:42:00,16.75546,94.84624,3.71,n,D
2025-12-26 12:42:00,16.75905,94.87241,9.61,n,D
2025-12-26 12:42:00,16.76448,94.88498,10.58,n,D
2025-12-26 12:42:00,16.77354,94.92389,2.41,n,D
2025-12-26 12:42:00,16.77485,94.6674,2.55,n,D
2025-12-26 12:42:00,16.77623,94.66834,8.0,n,D
2025-12-26 12:42:00,16.77658,94.91896,3.55,n,D
2025-12-26 12:42:00,16.77844,94.66688,3.99,n,D
2025-12-26 12:42:00,16.79232,94.79211,14.52,n,D
2025-12-26 12:42:00,16.79305,94.79327,12.27,n,D
2025-12-26 12:42:00,16.79419,94.9388,6.1,n,D
2025-12-26 12:42:00,16.79784,94.93828,6.1,n,D
2025-12-26 12:42:00,16.80263,94.83933,2.66,n,D
2025-12-26 12:42:00,16.8031,94.84058,1.65,n,D
2025-12-26 12:42:00,16.81948,94.82484,6.86,n,D
2025-12-26 12:42:00,16.89202,94.94841,2.56,n,D
2025-12-26 12:42:00,16.91545,95.94559,6.81,n,D
2025-12-26 12:42:00,16.992,96.19602,3.05,n,D
2025-12-26 12:42:00,16.99216,96.1931,4.39,n,D
2025-12-26 12:42:00,16.99353,97.31007,3.61,n,D
2025-12-26 12:42:00,17.09214,96.37944,2.51,n,D
2025-12-26 12:42:00,17.09612,96.37889,5.46,n,D
2025-12-26 12:42:00,17.09682,96.3842,11.18,n,D
2025-12-26 12:42:00,17.11176,96.34438,4.1,n,D
2025-12-26 12:42:00,17.12253,96.36446,3.66,n,D
2025-12-26 12:43:00,15.96565,80.5004,3.05,n,D
2025-12-26 12:43:00,16.07969,76.98016,8.34,n,D
2025-12-26 12:43:00,16.16516,80.43886,3.29,n,D
2025-12-26 12:43:00,16.33446,80.62576,2.03,n,D
2025-12-26 12:43:00,16.34185,80.57426,5.88,n,D
2025-12-26 12:43:00,16.38675,80.78774,3.53,n,D
2025-12-26 12:43:00,16.95633,94.87241,4.11,n,D
2025-12-26 12:43:00,16.99881,94.91112,6.21,n,D
2025-12-26 12:43:00,17.11091,96.34701,7.54,n,D
2025-12-26 12:43:00,17.12086,96.36182,5.64,n,D
2025-12-26 12:43:00,17.24058,81.03493,2.98,n,D
2025-12-26 12:43:00,17.24873,80.96354,2.81,n,D
2025-12-26 12:43:00,17.27242,94.92847,3.66,n,D
2025-12-26 12:43:00,17.31831,82.25738,1.86,n,D
2025-12-26 12:43:00,17.35742,95.85078,5.5,n,D
2025-12-26 12:43:00,17.42107,96.42331,35.57,n,D
2025-12-26 12:43:00,17.45568,94.88557,3.72,n,D
2025-12-26 12:43:00,17.49388,95.8212,3.82,n,D
2025-12-26 12:43:00,17.56763,96.69437,3.55,n,D
2025-12-26 12:43:00,17.60729,83.20048,9.18,n,D
2025-12-26 12:43:00,17.65077,78.90937,2.05,n,D
2025-12-26 12:43:00,17.65453,78.90678,3.25,n,D
2025-12-26 12:43:00,17.8481,82.08862,7.95,n,D
2025-12-26 12:43:00,17.84881,82.0921,7.95,h,D
2025-12-26 12:43:00,17.84951,82.09554,10.1,n,D
2025-12-26 12:43:00,17.93147,95.26983,5.95,n,D
2025-12-26 12:43:00,17.96605,95.09727,1.23,n,D
2025-12-26 12:43:00,18.02817,80.84251,2.14,n,D
2025-12-26 12:43:00,18.04352,80.51762,1.93,n,D
2025-12-26 12:43:00,18.07867,95.13528,4.42,n,D
2025-12-26 12:43:00,18.14965,95.82764,3.86,n,D
2025-12-26 12:43:00,18.23354,95.83154,2.71,n,D
2025-12-26 12:43:00,18.23357,95.83408,2.56,n,D
2025-12-26 12:43:00,18.34726,81.90681,2.89,n,D
2025-12-26 12:43:00,18.38304,95.3559,3.73,n,D
2025-12-26 12:43:00,18.38518,83.98772,5.55,n,D
2025-12-26 12:43:00,18.3865,83.991,3.45,n,D
2025-12-26 12:43:00,18.42121,95.74882,3.93,n,D
2025-12-26 12:43:00,18.44184,95.27351,3.9,n,D
2025-12-26 12:43:00,18.4432,96.5575,4.09,n,D
2025-12-26 12:43:00,18.53134,95.49242,2.39,n,D
2025-12-26 12:43:00,18.59208,83.41778,3.13,n,D
2025-12-26 12:43:00,18.59383,83.41964,3.99,n,D
2025-12-26 12:43:00,18.67826,95.20464,3.63,n,D
2025-12-26 12:43:00,18.67827,95.20661,2.46,n,D
2025-12-26 12:43:00,18.77459,95.38158,5.17,n,D
2025-12-26 12:43:00,18.77524,95.38651,5.17,n,D
2025-12-26 12:43:00,18.77906,95.38596,5.17,n,D
2025-12-26 12:43:00,18.91674,95.24113,4.69,n,D
2025-12-26 12:43:00,19.00272,96.35436,3.82,n,D
2025-12-26 12:43:00,19.13392,96.5453,4.08,n,D
2025-12-26 12:43:00,19.2342,96.32597,3.85,n,D
2025-12-26 12:43:00,19.4751,94.89957,2.61,n,D
2025-12-26 12:43:00,19.5062,95.37489,15.33,n,D
2025-12-26 12:43:00,19.51735,95.64977,16.58,n,D
2025-12-26 12:43:00,19.51884,93.81812,2.25,n,D
2025-12-26 12:43:00,19.64004,94.74896,3.89,n,D
2025-12-26 12:43:00,19.68109,96.33388,5.0,n,D
2025-12-26 12:43:00,19.68367,95.60839,4.08,n,D
2025-12-26 12:43:00,19.71304,95.0414,5.06,n,D
2025-12-26 12:43:00,19.8293,95.37831,6.86,n,D
2025-12-26 12:43:00,19.88235,97.08697,6.97,n,D
2025-12-26 12:43:00,19.88363,97.08386,4.66,n,D
2025-12-26 12:43:00,19.92802,96.97836,5.58,n,D
2025-12-26 12:43:00,19.93231,96.97781,1.99,n,D
2025-12-26 12:43:00,19.95596,97.06565,3.16,n,D
2025-12-26 12:43:00,19.96027,97.06505,6.5,n,D
2025-12-26 12:43:00,20.04799,96.55122,3.06,n,D
2025-12-26 12:43:00,20.05733,96.94489,5.03,n,D
2025-12-26 12:43:00,20.09613,95.32536,5.15,n,D
2025-12-26 12:43:00,20.25455,94.60983,3.08,n,D
2025-12-26 12:43:00,20.54774,96.73088,1.7,n,D
2025-12-26 12:43:00,20.81161,97.19241,1.97,n,D
2025-12-26 12:44:00,17.87301,78.69978,2.5,n,D
2025-12-26 12:44:00,17.88411,78.06681,3.0,n,D
2025-12-26 12:44:00,18.22248,79.97913,4.55,n,D
2025-12-26 12:44:00,18.2236,79.97974,5.14,n,D
2025-12-26 12:44:00,18.33541,80.49485,3.32,n,D
2025-12-26 12:44:00,18.35328,79.94206,3.12,n,D
2025-12-26 12:44:00,18.53154,79.42136,5.39,n,D
2025-12-26 12:44:00,18.53339,79.42095,5.1,n,D
2025-12-26 12:44:00,18.73987,79.77919,2.74,n,D
2025-12-26 12:44:00,18.75167,80.16035,2.5,n,D
2025-12-26 12:44:00,18.81923,78.6578,3.12,n,D
2025-12-26 12:44:00,18.82818,83.5645,1.77,n,D
2025-12-26 12:44:00,18.92893,83.84113,2.25,n,D
2025-12-26 12:44:00,19.03608,78.73698,4.09,n,D
2025-12-26 12:44:00,19.07335,76.67437,8.51,n,D
2025-12-26 12:44:00,19.07555,76.67496,9.59,n,D
2025-12-26 12:44:00,19.11036,78.95814,2.82,n,D
2025-12-26 12:44:00,19.39998,77.04089,4.67,n,D
2025-12-26 12:44:00,19.5781,82.5557,6.46,n,D
2025-12-26 12:44:00,19.63088,82.74321,7.05,n,D
2025-12-26 12:44:00,19.68264,82.43423,6.28,n,D
2025-12-26 12:44:00,19.69528,81.91249,1.63,n,D
2025-12-26 12:44:00,19.70611,82.79874,3.63,n,D
2025-12-26 12:44:00,19.72832,82.88403,1.78,n,D
2025-12-26 12:44:00,19.73992,82.89265,5.76,n,D
2025-12-26 12:44:00,19.77062,85.18134,1.67,n,D
2025-12-26 12:44:00,19.89857,85.92431,2.21,n,D
2025-12-26 12:44:00,19.91785,82.39024,4.14,n,D
2025-12-26 12:44:00,19.9364,85.91396,7.61,n,D
2025-12-26 12:44:00,19.93664,85.91116,9.6,n,D
2025-12-26 12:44:00,20.03518,85.83728,2.58,n,D
2025-12-26 12:44:00,20.08322,85.76711,3.72,n,D
2025-12-26 12:44:00,20.10584,86.29774,3.61,n,D
2025-12-26 12:44:00,20.10669,85.78438,3.36,n,D
2025-12-26 12:44:00,20.11549,85.78809,4.24,n,D
2025-12-26 12:44:00,20.15788,85.51651,3.14,n,D
2025-12-26 12:44:00,20.1581,85.98023,4.14,n,D
2025-12-26 12:44:00,20.20156,79.82162,3.04,n,D
2025-12-26 12:44:00,20.31817,82.00007,4.27,n,D
2025-12-26 12:44:00,20.3478,86.13903,5.17,n,D
2025-12-26 12:44:00,20.37195,79.66344,3.22,n,D
2025-12-26 12:44:00,20.49026,83.47834,2.98,n,D
2025-12-26 12:44:00,20.55832,86.38132,3.82,n,D
2025-12-26 12:44:00,20.6185,75.96619,4.93,n,D
2025-12-26 12:44:00,20.66396,94.68408,2.39,n,D
2025-12-26 12:44:00,20.69189,86.74094,3.63,n,D
2025-12-26 12:44:00,20.70905,81.58629,3.13,n,D
2025-12-26 12:44:00,20.71229,81.72817,2.69,n,D
2025-12-26 12:44:00,20.72442,95.7427,6.49,n,D
2025-12-26 12:44:00,20.73457,81.68433,4.77,n,D
2025-12-26 12:44:00,20.73521,81.68742,4.77,h,D
2025-12-26 12:44:00,20.75371,83.75643,7.57,n,D
2025-12-26 12:44:00,20.75402,81.70518,3.89,n,D
2025-12-26 12:44:00,20.7546,81.70548,2.45,n,D
2025-12-26 12:44:00,20.76571,95.18038,15.87,n,D
2025-12-26 12:44:00,20.76958,95.17975,15.87,n,D
2025-12-26 12:44:00,20.77222,81.23263,2.11,n,D
2025-12-26 12:44:00,20.77778,86.41696,2.31,n,D
2025-12-26 12:44:00,20.7846,81.24008,2.28,n,D
2025-12-26 12:44:00,20.79471,85.25488,8.03,n,D
2025-12-26 12:44:00,20.80808,83.77771,2.28,n,D
2025-12-26 12:44:00,20.81158,83.77222,5.5,n,D
2025-12-26 12:44:00,20.81246,83.77676,5.5,n,D
2025-12-26 12:44:00,20.8186,83.83195,3.29,n,D
2025-12-26 12:44:00,20.82678,86.38504,3.58,n,D
2025-12-26 12:44:00,20.82783,86.96246,4.84,n,D
2025-12-26 12:44:00,20.83304,81.75871,11.09,n,D
2025-12-26 12:44:00,20.83511,86.96103,4.21,n,D
2025-12-26 12:44:00,20.84828,84.1014,2.48,n,D
2025-12-26 12:44:00,20.85901,86.62978,4.04,n,D
2025-12-26 12:44:00,20.86271,86.62904,4.04,n,D
2025-12-26 12:44:00,20.87112,81.57183,1.92,n,D
2025-12-26 12:44:00,20.87147,81.91948,3.7,n,D
2025-12-26 12:44:00,20.87546,81.0532,6.82,h,D
2025-12-26 12:44:00,20.88604,84.98159,2.25,n,D
2025-12-26 12:44:00,20.88672,81.30655,2.23,n,D
2025-12-26 12:44:00,20.89,81.30746,2.66,n,D
2025-12-26 12:44:00,20.89009,84.98071,3.41,n,D
2025-12-26 12:44:00,20.90139,82.55275,4.42,n,D
2025-12-26 12:44:00,20.90715,83.79978,3.66,n,D
2025-12-26 12:44:00,20.91328,81.91962,2.89,n,D
2025-12-26 12:44:00,20.91681,81.91508,6.85,n,D
2025-12-26 12:44:00,20.91818,81.91847,2.89,n,D
2025-12-26 12:44:00,20.92319,96.91512,3.65,n,D
2025-12-26 12:44:00,20.95193,86.0487,2.42,n,D
2025-12-26 12:44:00,20.95975,96.01154,5.61,n,D
2025-12-26 12:44:00,20.96248,85.1887,5.34,n,D
2025-12-26 12:44:00,20.96458,86.00977,5.6,n,D
2025-12-26 12:44:00,20.96842,85.1759,3.96,n,D
2025-12-26 12:44:00,20.97256,82.25016,6.44,n,D
2025-12-26 12:44:00,20.97311,85.17876,2.28,n,D
2025-12-26 12:44:00,20.98836,81.07384,4.37,n,D
2025-12-26 12:44:00,20.99476,83.78219,4.72,n,D
2025-12-26 12:44:00,21.01001,80.91978,2.92,n,D
2025-12-26 12:44:00,21.01074,80.92319,2.92,n,D
2025-12-26 12:44:00,21.03871,80.87634,3.29,n,D
2025-12-26 12:44:00,21.05534,81.02869,2.6,n,D
2025-12-26 12:44:00,21.06507,85.52905,8.42,n,D
2025-12-26 12:44:00,21.06604,85.53022,12.82,n,D
2025-12-26 12:44:00,21.08072,85.036,5.52,n,D
2025-12-26 12:44:00,21.08552,83.64513,2.18,n,D
2025-12-26 12:44:00,21.09155,94.7698,4.22,n,D
2025-12-26 12:44:00,21.09382,83.2535,2.81,n,D
2025-12-26 12:44:00,21.09893,95.35271,5.39,n,D
2025-12-26 12:44:00,21.10239,83.70788,1.56,n,D
2025-12-26 12:44:00,21.1114,84.86681,3.97,n,D
2025-12-26 12:44:00,21.11372,83.69592,1.76,n,D
2025-12-26 12:44:00,21.11943,95.9966,3.12,n,D
2025-12-26 12:44:00,21.12674,95.81528,2.39,n,D
2025-12-26 12:44:00,21.1346,85.95668,6.12,n,D
2025-12-26 12:44:00,21.15242,82.58888,3.93,n,D
2025-12-26 12:44:00,21.16955,81.60933,3.03,n,D
2025-12-26 12:44:00,21.17509,81.98273,5.14,n,D
2025-12-26 12:44:00,21.17895,83.56483,6.69,n,D
2025-12-26 12:44:00,21.18246,96.76983,7.2,n,D
2025-12-26 12:44:00,21.195,96.10883,2.12,n,D
2025-12-26 12:44:00,21.19899,82.09763,9.12,n,D
2025-12-26 12:44:00,21.20017,82.10333,14.87,n,D
2025-12-26 12:44:00,21.20277,83.86987,2.85,n,D
2025-12-26 12:44:00,21.20349,82.92635,2.89,n,D
2025-12-26 12:44:00,21.20368,80.42898,3.32,n,D
2025-12-26 12:44:00,21.20425,96.32982,25.64,n,D
